"identifier","source_phrase","translation","context","labels","max_length"
"minigames.counting.modes.modes.reverse.name","Reverse","Reverse","Minigame mode or option name: counting.modes.modes.reverse.","minigames","32"
"minigames.counting.modes.modes.romean.description","Count in Roman numerals: `I`, `II`, `III`, `IV`, ...","Count in Roman numerals: `I`, `II`, `III`, `IV`, ...","Minigame UI copy (counting.modes.modes.romean). English: ""Count in Roman numerals: `I`, `II`, `III`, `IV`, ..."".","description,minigames","4096"
"minigames.counting.modes.modes.romean.name","Roman numerals","Roman numerals","Minigame mode or option name: counting.modes.modes.romean.","minigames","32"
"minigames.counting.modes.modes.square.description","Count only the square numbers: `2`, `4`, `8`, `16`, ...","Count only the square numbers: `2`, `4`, `8`, `16`, ...","Minigame UI copy (counting.modes.modes.square). English: ""Count only the square numbers: `2`, `4`, `8`, `16`, ..."".","description,minigames","4096"
"minigames.counting.modes.modes.square.name","Square numbers","Square numbers","Minigame mode or option name: counting.modes.modes.square.","minigames","32"
"minigames.counting.modes.modes.triple.description","Always triple the previous number. Start at 3. `3`, `9`, `27`...","Always triple the previous number. Start at 3. `3`, `9`, `27`...","Minigame UI copy (counting.modes.modes.triple). English: ""Always triple the previous number. Start at 3. `3`, `9`, `27`..."".","description,minigames","4096"
"minigames.counting.modes.modes.triple.name","Tripling","Tripling","Minigame mode or option name: counting.modes.modes.triple.","minigames","32"
"minigames.counting.modes.won.description","Congratulations! You have achieved your goal and won the game.

The goal was: ${goal}.

Let's start with a new goal.

# New mode: ${mode_name}
${mode_description}

The goal is: ${new_goal}.
Good luck!","Congratulations! You have achieved your goal and won the game.

The goal was: ${goal}.

Let's start with a new goal.

# New mode: ${mode_name}
${mode_description}

The goal is: ${new_goal}.
Good luck!","Minigame UI copy (counting.modes.won). English: ""Congratulations! You have achieved your goal and won the game.  The goal was: ${goal}.  Let's start with a new goal. …"". Used in `minigames/counting_modes.py`.","description,minigames","4096"
"minigames.counting.modes.won.title","Won!","Won!","Minigame UI copy (counting.modes.won). English: ""Won!"". Used in `minigames/counting_modes.py`.","embed_title,minigames","256"
"minigames.counting.opted_out","You have switched off message tracking. This means that the bot will not read your messages. If you want to count with, you must switch message tracking back on. Otherwise, you will not be able to participate.","You have switched off message tracking. This means that the bot will not read your messages. If you want to count with, you must switch message tracking back on. Otherwise, you will not be able to participate.","Minigame UI copy (counting.opted out). English: ""You have switched off message tracking. This means that the bot will not read your messages. If you want to count wit…"".","minigames",""
"minigames.counting.reasons.double_counter","The person has already counted.","The person has already counted.","Minigame UI copy (counting.reasons.double counter). English: ""The person has already counted."".","minigames",""
"minigames.counting.reasons.empty","The message contained nothing.","The message contained nothing.","Minigame UI copy (counting.reasons.empty). English: ""The message contained nothing."".","minigames",""
"minigames.counting.reasons.not_number","The message did not contain a number.","The message did not contain a number.","Minigame UI copy (counting.reasons.not number). English: ""The message did not contain a number."".","minigames",""
"minigames.counting.reasons.opted_out","The person has switched off message tracking.","The person has switched off message tracking.","Minigame UI copy (counting.reasons.opted out). English: ""The person has switched off message tracking."".","minigames",""
"minigames.counting.reasons.wrong_number","The number was not the next in line.","The number was not the next in line.","Minigame UI copy (counting.reasons.wrong number). English: ""The number was not the next in line."".","minigames",""
"minigames.countingcmds.description","Commands for the counting game. Count from 1 up to infinity!","Commands for the counting game. Count from 1 up to infinity!","Minigame UI copy (countingcmds). English: ""Commands for the counting game. Count from 1 up to infinity!"". Used in `extensions/minigames.py`.","description,minigames","100"
"minigames.countingcmds.name","counting","counting","Minigame mode or option name: countingcmds. Used in `extensions/minigames.py`.","minigames","32"
"minigames.rcchallengech.description","Removes the counting challenge channel for the server","Removes the counting challenge channel for the server","Minigame UI copy (rcchallengech). English: ""Removes the counting challenge channel for the server"". Used in `extensions/minigames.py`.","description,minigames","100"
"minigames.rcchallengech.name","remove_channel","remove_channel","Minigame mode or option name: rcchallengech. Used in `extensions/minigames.py`.","minigames","32"
"minigames.rcchallengech.params.channel.description","The channel that is to be removed as a counting challenge channel","The channel that is to be removed as a counting challenge channel","Help text describing the `channel` option on `/minigames rcchallengech` (shown when the user focuses that option). Used in `extensions/minigames.py`.","command_option_description,minigames","100"
"minigames.rcchallengech.params.channel.name","channel","channel","Display name of the `channel` option on `/minigames rcchallengech` (shown in Discord's slash command option list).","command_option_name,minigames","32"
"minigames.removecmodesch.description","Removes the counting modes channel for the server","Removes the counting modes channel for the server","Minigame UI copy (removecmodesch). English: ""Removes the counting modes channel for the server"". Used in `extensions/minigames.py`.","description,minigames","100"
"minigames.removecmodesch.name","remove_channel","remove_channel","Minigame mode or option name: removecmodesch. Used in `extensions/minigames.py`.","minigames","32"
"minigames.removecmodesch.params.channel.description","The channel that is to be removed as a counting mode channel","The channel that is to be removed as a counting mode channel","Help text describing the `channel` option on `/minigames removecmodesch` (shown when the user focuses that option). Used in `extensions/minigames.py`.","command_option_description,minigames","100"
"minigames.removecmodesch.params.channel.name","channel","channel","Display name of the `channel` option on `/minigames removecmodesch` (shown in Discord's slash command option list).","command_option_name,minigames","32"
"minigames.removecountingch.description","Removes a counting channel","Removes a counting channel","Minigame UI copy (removecountingch). English: ""Removes a counting channel"". Used in `extensions/minigames.py`.","description,minigames","100"
"minigames.removecountingch.name","remove_channel","remove_channel","Minigame mode or option name: removecountingch. Used in `extensions/minigames.py`.","minigames","32"
"minigames.removecountingch.params.channel.description","The channel that is to be removed as a counting channel","The channel that is to be removed as a counting channel","Help text describing the `channel` option on `/minigames removecountingch` (shown when the user focuses that option). Used in `extensions/minigames.py`.","command_option_description,minigames","100"
"minigames.removecountingch.params.channel.name","channel","channel","Display name of the `channel` option on `/minigames removecountingch` (shown in Discord's slash command option list).","command_option_name,minigames","32"
"minigames.removecountingchallengechannel.channel_message.description","A moderator has removed this channel as a counting challenge channel. Normal messages can now be posted again.","A moderator has removed this channel as a counting challenge channel. Normal messages can now be posted again.","Minigame UI copy (removecountingchallengechannel.channel message). English: ""A moderator has removed this channel as a counting challenge channel. Normal messages can now be posted again."".","description,minigames","4096"
"minigames.removecountingchallengechannel.channel_message.title","This channel is no longer a Counting Challenge channel","This channel is no longer a Counting Challenge channel","Minigame UI copy (removecountingchallengechannel.channel message). English: ""This channel is no longer a Counting Challenge channel"".","embed_title,minigames","256"
"minigames.removecountingchallengechannel.error.no_moderate_members_perms.description","You do not have the permissions to do this. Required permissions: `Moderate members`.","You do not have the permissions to do this. Required permissions: `Moderate members`.","Minigame UI copy (removecountingchallengechannel.error). English: ""You do not have the permissions to do this. Required permissions: `Moderate members`."".","embed_description,minigames","4096"
"minigames.removecountingchallengechannel.error.no_moderate_members_perms.title","Missing permissions","Missing permissions","Minigame UI copy (removecountingchallengechannel.error). English: ""Missing permissions"".","embed_title,minigames","256"
"minigames.removecountingchallengechannel.error.not_counting_channel.description","The specified channel is not a counting channel.","The specified channel is not a counting channel.","Minigame UI copy (removecountingchallengechannel.error.not counting channel). English: ""The specified channel is not a counting channel."".","description,minigames","4096"
"minigames.removecountingchallengechannel.error.not_counting_channel.title","No counting channel","No counting channel","Minigame UI copy (removecountingchallengechannel.error.not counting channel). English: ""No counting channel"".","embed_title,minigames","256"
"minigames.removecountingchallengechannel.success.description","The ${channel} channel is no longer a counting challenge channel.","The ${channel} channel is no longer a counting challenge channel.","Minigame UI copy (removecountingchallengechannel). English: ""The ${channel} channel is no longer a counting challenge channel."".","embed_description,success,minigames","4096"
"minigames.removecountingchallengechannel.success.title","Counting Challenge channel removed","Counting Challenge channel removed","Minigame UI copy (removecountingchallengechannel). English: ""Counting Challenge channel removed"".","embed_title,success,minigames","256"
"minigames.removecountingchannel.channel_message.description","A moderator has removed this channel as a counting channel. Normal messages can now be written again.","A moderator has removed this channel as a counting channel. Normal messages can now be written again.","Minigame UI copy (removecountingchannel.channel message). English: ""A moderator has removed this channel as a counting channel. Normal messages can now be written again."".","description,minigames","4096"
"minigames.removecountingchannel.channel_message.title","This channel is no longer a counting channel","This channel is no longer a counting channel","Minigame UI copy (removecountingchannel.channel message). English: ""This channel is no longer a counting channel"".","embed_title,minigames","256"
"minigames.removecountingchannel.error.no_moderate_members_perms.description","You do not have the permissions to do this. Required permissions: `Moderate members`.","You do not have the permissions to do this. Required permissions: `Moderate members`.","Minigame UI copy (removecountingchannel.error). English: ""You do not have the permissions to do this. Required permissions: `Moderate members`."".","embed_description,minigames","4096"
"minigames.removecountingchannel.error.no_moderate_members_perms.title","Missing permissions","Missing permissions","Minigame UI copy (removecountingchannel.error). English: ""Missing permissions"".","embed_title,minigames","256"
"minigames.removecountingchannel.error.not_counting_channel.description","The specified channel is not a counting channel.","The specified channel is not a counting channel.","Minigame UI copy (removecountingchannel.error.not counting channel). English: ""The specified channel is not a counting channel."".","description,minigames","4096"
"minigames.removecountingchannel.error.not_counting_channel.title","No counting channel","No counting channel","Minigame UI copy (removecountingchannel.error.not counting channel). English: ""No counting channel"".","embed_title,minigames","256"
"minigames.removecountingchannel.success.description","The ${channel} channel is no longer a counting channel.","The ${channel} channel is no longer a counting channel.","Minigame UI copy (removecountingchannel). English: ""The ${channel} channel is no longer a counting channel."".","embed_description,success,minigames","4096"
"minigames.removecountingchannel.success.title","Counting channel removed","Counting channel removed","Minigame UI copy (removecountingchannel). English: ""Counting channel removed"".","embed_title,success,minigames","256"
"minigames.removecountingmodeschannel.channel_message.description","A moderator has removed this channel as a counting challenge channel. Normal messages can now be posted again.","A moderator has removed this channel as a counting challenge channel. Normal messages can now be posted again.","Minigame UI copy (removecountingmodeschannel.channel message). English: ""A moderator has removed this channel as a counting challenge channel. Normal messages can now be posted again."".","description,minigames","4096"
"minigames.removecountingmodeschannel.channel_message.title","This channel is no longer a Counting Challenge channel","This channel is no longer a Counting Challenge channel","Minigame UI copy (removecountingmodeschannel.channel message). English: ""This channel is no longer a Counting Challenge channel"".","embed_title,minigames","256"
"minigames.removecountingmodeschannel.error.no_moderate_members_perms.description","You do not have the permissions to do this. Required permissions: `Moderate members`.","You do not have the permissions to do this. Required permissions: `Moderate members`.","Minigame UI copy (removecountingmodeschannel.error). English: ""You do not have the permissions to do this. Required permissions: `Moderate members`."".","embed_description,minigames","4096"
"minigames.removecountingmodeschannel.error.no_moderate_members_perms.title","Missing permissions","Missing permissions","Minigame UI copy (removecountingmodeschannel.error). English: ""Missing permissions"".","embed_title,minigames","256"
"minigames.removecountingmodeschannel.error.not_counting_channel.description","The specified channel is not a counting channel.","The specified channel is not a counting channel.","Minigame UI copy (removecountingmodeschannel.error.not counting channel). English: ""The specified channel is not a counting channel."".","description,minigames","4096"
"minigames.removecountingmodeschannel.error.not_counting_channel.title","No counting channel","No counting channel","Minigame UI copy (removecountingmodeschannel.error.not counting channel). English: ""No counting channel"".","embed_title,minigames","256"
"minigames.removecountingmodeschannel.success.description","The ${channel} channel is no longer a counting challenge channel.","The ${channel} channel is no longer a counting challenge channel.","Minigame UI copy (removecountingmodeschannel). English: ""The ${channel} channel is no longer a counting challenge channel."".","embed_description,success,minigames","4096"
"minigames.removecountingmodeschannel.success.title","Counting Challenge channel removed","Counting Challenge channel removed","Minigame UI copy (removecountingmodeschannel). English: ""Counting Challenge channel removed"".","embed_title,success,minigames","256"
"minigames.removewordchainchannel.channel_message.description","This channel is no longer a word chain channel.","This channel is no longer a word chain channel.","Minigame UI copy (removewordchainchannel.channel message). English: ""This channel is no longer a word chain channel."".","description,minigames","4096"
"minigames.removewordchainchannel.channel_message.title","Word chain channel removed","Word chain channel removed","Minigame UI copy (removewordchainchannel.channel message). English: ""Word chain channel removed"".","embed_title,minigames","256"
"minigames.removewordchainchannel.error.no_moderate_members_perms.description","You do not have the permissions to do this. Required permissions: `Moderate members`.","You do not have the permissions to do this. Required permissions: `Moderate members`.","Minigame UI copy (removewordchainchannel.error). English: ""You do not have the permissions to do this. Required permissions: `Moderate members`."".","embed_description,minigames","4096"
"minigames.removewordchainchannel.error.no_moderate_members_perms.title","Missing permissions","Missing permissions","Minigame UI copy (removewordchainchannel.error). English: ""Missing permissions"".","embed_title,minigames","256"
"minigames.removewordchainchannel.error.not_counting_channel.description","The specified channel is not a word chain channel.","The specified channel is not a word chain channel.","Minigame UI copy (removewordchainchannel.error.not counting channel). English: ""The specified channel is not a word chain channel."".","description,minigames","4096"
"minigames.removewordchainchannel.error.not_counting_channel.title","No word chain channel","No word chain channel","Minigame UI copy (removewordchainchannel.error.not counting channel). English: ""No word chain channel"".","embed_title,minigames","256"
"minigames.removewordchainchannel.success.description","The ${channel} channel is no longer a word chain channel.","The ${channel} channel is no longer a word chain channel.","Minigame UI copy (removewordchainchannel). English: ""The ${channel} channel is no longer a word chain channel."". Used in `commands/minigames/wordchain/removewordchainchannel.py`.","embed_description,success,minigames","4096"
"minigames.removewordchainchannel.success.title","Word chain channel removed","Word chain channel removed","Minigame UI copy (removewordchainchannel). English: ""Word chain channel removed"". Used in `commands/minigames/wordchain/removewordchainchannel.py`.","embed_title,success,minigames","256"
"minigames.removewordchch.description","Removes a word chain channel","Removes a word chain channel","Minigame UI copy (removewordchch). English: ""Removes a word chain channel"". Used in `extensions/minigames.py`.","description,minigames","100"
"minigames.removewordchch.name","remove_channel","remove_channel","Minigame mode or option name: removewordchch. Used in `extensions/minigames.py`.","minigames","32"
"minigames.removewordchch.params.channel.description","The channel to be removed as a word chain channel","The channel to be removed as a word chain channel","Help text describing the `channel` option on `/minigames removewordchch` (shown when the user focuses that option). Used in `extensions/minigames.py`.","command_option_description,minigames","100"
"minigames.removewordchch.params.channel.name","channel","channel","Display name of the `channel` option on `/minigames removewordchch` (shown in Discord's slash command option list).","command_option_name,minigames","32"
"minigames.setcchallengech.description","Sets the counting challenge channel for the server","Sets the counting challenge channel for the server","Minigame UI copy (setcchallengech). English: ""Sets the counting challenge channel for the server"". Used in `extensions/minigames.py`.","description,minigames","100"
"minigames.setcchallengech.name","set_channel","set_channel","Minigame mode or option name: setcchallengech. Used in `extensions/minigames.py`.","minigames","32"
"minigames.setcchallengech.params.channel.description","The channel in which the counting challenge game is to take place","The channel in which the counting challenge game is to take place","Help text describing the `channel` option on `/minigames setcchallengech` (shown when the user focuses that option). Used in `extensions/minigames.py`.","command_option_description,minigames","100"
"minigames.setcchallengech.params.channel.name","channel","channel","Display name of the `channel` option on `/minigames setcchallengech` (shown in Discord's slash command option list).","command_option_name,minigames","32"
"minigames.setcchallengechannel.description","Sets the counting modes channel","Sets the counting modes channel","Minigame UI copy (setcchallengechannel). English: ""Sets the counting modes channel"".","description,minigames","100"
"minigames.setcchallengechannel.name","set_channel","set_channel","Minigame mode or option name: setcchallengechannel.","minigames","32"
"minigames.setcchallengechannel.params.channel.description","The channel in which the counting mode game should take place","The channel in which the counting mode game should take place","Help text describing the `channel` option on `/minigames setcchallengechannel` (shown when the user focuses that option).","command_option_description,minigames","100"
"minigames.setcchallengechannel.params.channel.name","channel","channel","Display name of the `channel` option on `/minigames setcchallengechannel` (shown in Discord's slash command option list).","command_option_name,minigames","32"
"minigames.setcchallengep.description","Sets the progress for a counting mode channel","Sets the progress for a counting mode channel","Minigame UI copy (setcchallengep). English: ""Sets the progress for a counting mode channel"". Used in `extensions/minigames.py`.","description,minigames","100"
"minigames.setcchallengep.name","progress_set","progress_set","Minigame mode or option name: setcchallengep. Used in `extensions/minigames.py`.","minigames","32"
"minigames.setcchallengep.params.channel.description","The counting mode channel whose progress is to be set","The counting mode channel whose progress is to be set","Help text describing the `channel` option on `/minigames setcchallengep` (shown when the user focuses that option). Used in `extensions/minigames.py`.","command_option_description,minigames","100"
"minigames.setcchallengep.params.channel.name","channel","channel","Display name of the `channel` option on `/minigames setcchallengep` (shown in Discord's slash command option list).","command_option_name,minigames","32"
"minigames.setcchallengep.params.progress.description","The new progress for the Counting Modes channel","The new progress for the Counting Modes channel","Help text describing the `progress` option on `/minigames setcchallengep` (shown when the user focuses that option). Used in `extensions/minigames.py`.","command_option_description,minigames","100"
"minigames.setcchallengep.params.progress.name","progress","progress","Display name of the `progress` option on `/minigames setcchallengep` (shown in Discord's slash command option list).","command_option_name,minigames","32"
"minigames.setcmodesch.description","Sets the counting modes channel","Sets the counting modes channel","Minigame UI copy (setcmodesch). English: ""Sets the counting modes channel"". Used in `extensions/minigames.py`.","description,minigames","100"
"minigames.setcmodesch.name","set_channel","set_channel","Minigame mode or option name: setcmodesch. Used in `extensions/minigames.py`.","minigames","32"
"minigames.setcmodesch.params.channel.description","The channel in which the counting mode game should take place","The channel in which the counting mode game should take place","Help text describing the `channel` option on `/minigames setcmodesch` (shown when the user focuses that option). Used in `extensions/minigames.py`.","command_option_description,minigames","100"
"minigames.setcmodesch.params.channel.name","channel","channel","Display name of the `channel` option on `/minigames setcmodesch` (shown in Discord's slash command option list).","command_option_name,minigames","32"
"minigames.setcmodesprogress.description","Sets the progress for a counting mode channel","Sets the progress for a counting mode channel","Minigame UI copy (setcmodesprogress). English: ""Sets the progress for a counting mode channel"". Used in `extensions/minigames.py`.","description,minigames","100"
"minigames.setcmodesprogress.name","progress_set","progress_set","Minigame mode or option name: setcmodesprogress. Used in `extensions/minigames.py`.","minigames","32"
"minigames.setcmodesprogress.params.channel.description","The counting mode channel whose progress is to be set","The counting mode channel whose progress is to be set","Help text describing the `channel` option on `/minigames setcmodesprogress` (shown when the user focuses that option). Used in `extensions/minigames.py`.","command_option_description,minigames","100"
"minigames.setcmodesprogress.params.channel.name","channel","channel","Display name of the `channel` option on `/minigames setcmodesprogress` (shown in Discord's slash command option list).","command_option_name,minigames","32"
"minigames.setcmodesprogress.params.progress.description","The new progress for the Counting Modes channel","The new progress for the Counting Modes channel","Help text describing the `progress` option on `/minigames setcmodesprogress` (shown when the user focuses that option). Used in `extensions/minigames.py`.","command_option_description,minigames","100"
"minigames.setcmodesprogress.params.progress.name","progress","progress","Display name of the `progress` option on `/minigames setcmodesprogress` (shown in Discord's slash command option list).","command_option_name,minigames","32"
"minigames.setcountingch.description","Sets the counting channel","Sets the counting channel","Minigame UI copy (setcountingch). English: ""Sets the counting channel"". Used in `extensions/minigames.py`.","description,minigames","100"
"minigames.setcountingch.name","set_channel","set_channel","Minigame mode or option name: setcountingch. Used in `extensions/minigames.py`.","minigames","32"
"minigames.setcountingch.params.channel.description","The channel in which the counting game should take place","The channel in which the counting game should take place","Help text describing the `channel` option on `/minigames setcountingch` (shown when the user focuses that option). Used in `extensions/minigames.py`.","command_option_description,minigames","100"
"minigames.setcountingch.params.channel.name","channel","channel","Display name of the `channel` option on `/minigames setcountingch` (shown in Discord's slash command option list).","command_option_name,minigames","32"
"minigames.setcountingchallengechannel.error.no_message_delete_perms.description","The bot does not have the necessary permissions to delete messages in this channel.","The bot does not have the necessary permissions to delete messages in this channel.","Minigame UI copy (setcountingchallengechannel.error). English: ""The bot does not have the necessary permissions to delete messages in this channel."".","embed_description,minigames","4096"
"minigames.setcountingchallengechannel.error.no_message_delete_perms.title","Missing permissions","Missing permissions","Minigame UI copy (setcountingchallengechannel.error). English: ""Missing permissions"".","embed_title,minigames","256"
"minigames.setcountingchallengechannel.error.no_moderate_members_perms.description","You do not have the required permissions to do this. Required permissions: 'Moderate members'.","You do not have the required permissions to do this. Required permissions: 'Moderate members'.","Minigame UI copy (setcountingchallengechannel.error). English: ""You do not have the required permissions to do this. Required permissions: 'Moderate members'."".","embed_description,minigames","4096"
"minigames.setcountingchallengechannel.error.no_moderate_members_perms.title","Missing permissions","Missing permissions","Minigame UI copy (setcountingchallengechannel.error). English: ""Missing permissions"".","embed_title,minigames","256"
"minigames.setcountingchallengechannel.error.no_pro.description","This game mode is only available for Tanjun Pro servers. Play the normal counting game if you don't want to or can't buy Tanjun Pro.","This game mode is only available for Tanjun Pro servers. Play the normal counting game if you don't want to or can't buy Tanjun Pro.","Minigame UI copy (setcountingchallengechannel.error). English: ""This game mode is only available for Tanjun Pro servers. Play the normal counting game if you don't want to or can't …"".","embed_description,minigames","4096"
"minigames.setcountingchallengechannel.error.no_pro.title","Tanjun Pro required.","Tanjun Pro required.","Minigame UI copy (setcountingchallengechannel.error). English: ""Tanjun Pro required."".","embed_title,minigames","256"
"minigames.setcountingchallengechannel.error.no_read_perms.description","The bot does not have the required permissions to see messages in this channel.","The bot does not have the required permissions to see messages in this channel.","Minigame UI copy (setcountingchallengechannel.error). English: ""The bot does not have the required permissions to see messages in this channel."".","embed_description,minigames","4096"
"minigames.setcountingchallengechannel.error.no_read_perms.title","Missing permissions","Missing permissions","Minigame UI copy (setcountingchallengechannel.error). English: ""Missing permissions"".","embed_title,minigames","256"
"minigames.setcountingchallengechannel.error.no_send_perms.description","The bot does not have the required permissions to send messages in this channel.","The bot does not have the required permissions to send messages in this channel.","Minigame UI copy (setcountingchallengechannel.error). English: ""The bot does not have the required permissions to send messages in this channel."".","embed_description,minigames","4096"
"minigames.setcountingchallengechannel.error.no_send_perms.title","Missing permissions","Missing permissions","Minigame UI copy (setcountingchallengechannel.error). English: ""Missing permissions"".","embed_title,minigames","256"
"minigames.setcountingchallengechannel.error.no_view_perms.description","The bot does not have the required permissions to see messages in this channel.","The bot does not have the required permissions to see messages in this channel.","Minigame UI copy (setcountingchallengechannel.error). English: ""The bot does not have the required permissions to see messages in this channel."".","embed_description,minigames","4096"
"minigames.setcountingchallengechannel.error.no_view_perms.title","Missing permissions","Missing permissions","Minigame UI copy (setcountingchallengechannel.error). English: ""Missing permissions"".","embed_title,minigames","256"
"minigames.setcountingchallengechannel.introduction.description","From now on, you can count to infinity and much further! ||theoretically only up to `4,294,967,295`||
Just keep counting up by 1. If you mistype, I will delete your message. Normal messages can no longer be sent here!

Have fun counting!","From now on, you can count to infinity and much further! ||theoretically only up to `4,294,967,295`||
Just keep counting up by 1. If you mistype, I will delete your message. Normal messages can no longer be sent here!

Have fun counting!","Minigame UI copy (setcountingchallengechannel.introduction). English: ""From now on, you can count to infinity and much further! ||theoretically only up to `4,294,967,295`|| Just keep count…"".","description,minigames","4096"
"minigames.setcountingchallengechannel.introduction.title","This is now a counting channel!","This is now a counting channel!","Minigame UI copy (setcountingchallengechannel.introduction). English: ""This is now a counting channel!"".","embed_title,minigames","256"
"minigames.setcountingchallengechannel.success.description","The channel ${channel} is now a counting channel.","The channel ${channel} is now a counting channel.","Minigame UI copy (setcountingchallengechannel). English: ""The channel ${channel} is now a counting channel."".","embed_description,success,minigames","4096"
"minigames.setcountingchallengechannel.success.title","Counting channel set","Counting channel set","Minigame UI copy (setcountingchallengechannel). English: ""Counting channel set"".","embed_title,success,minigames","256"
"minigames.setcountingchallengeprogress.channel_message.description","A moderator has set the counting progress to ${progress}. Please continue with this number!","A moderator has set the counting progress to ${progress}. Please continue with this number!","Minigame UI copy (setcountingchallengeprogress.channel message). English: ""A moderator has set the counting progress to ${progress}. Please continue with this number!"".","description,minigames","4096"
"minigames.setcountingchallengeprogress.channel_message.title","New counting progress","New counting progress","Minigame UI copy (setcountingchallengeprogress.channel message). English: ""New counting progress"".","embed_title,minigames","256"
"minigames.setcountingchallengeprogress.description","Sets the progress for a counting challenge channel","Sets the progress for a counting challenge channel","Minigame UI copy (setcountingchallengeprogress). English: ""Sets the progress for a counting challenge channel"".","description,minigames","100"
"minigames.setcountingchallengeprogress.error.invalid_progress.description","The progress must be a non-negative number.","The progress must be a non-negative number.","Minigame UI copy (setcountingchallengeprogress.error.invalid progress). English: ""The progress must be a non-negative number."".","description,minigames","4096"
"minigames.setcountingchallengeprogress.error.invalid_progress.title","Invalid progress","Invalid progress","Minigame UI copy (setcountingchallengeprogress.error.invalid progress). English: ""Invalid progress"".","embed_title,minigames","256"
"minigames.setcountingchallengeprogress.error.no_moderate_members_perms.description","You do not have the permissions to do this. Required permissions: `Moderate members`.","You do not have the permissions to do this. Required permissions: `Moderate members`.","Minigame UI copy (setcountingchallengeprogress.error). English: ""You do not have the permissions to do this. Required permissions: `Moderate members`."".","embed_description,minigames","4096"
"minigames.setcountingchallengeprogress.error.no_moderate_members_perms.title","Missing permissions","Missing permissions","Minigame UI copy (setcountingchallengeprogress.error). English: ""Missing permissions"".","embed_title,minigames","256"
"minigames.setcountingchallengeprogress.error.not_counting_channel.description","The specified channel is not a counting channel.","The specified channel is not a counting channel.","Minigame UI copy (setcountingchallengeprogress.error.not counting channel). English: ""The specified channel is not a counting channel."".","description,minigames","4096"
"minigames.setcountingchallengeprogress.error.not_counting_channel.title","No counting channel","No counting channel","Minigame UI copy (setcountingchallengeprogress.error.not counting channel). English: ""No counting channel"".","embed_title,minigames","256"
"minigames.setcountingchallengeprogress.error.too_high.description","The progress is too high. Please continue with a lower number. ||It would take over 31 years at one message per second to count up to `1,000,000,000`!||","The progress is too high. Please continue with a lower number. ||It would take over 31 years at one message per second to count up to `1,000,000,000`!||","Minigame UI copy (setcountingchallengeprogress.error.too high). English: ""The progress is too high. Please continue with a lower number. ||It would take over 31 years at one message per secon…"".","description,minigames","4096"
"minigames.setcountingchallengeprogress.error.too_high.title","Too high progress","Too high progress","Minigame UI copy (setcountingchallengeprogress.error.too high). English: ""Too high progress"".","embed_title,minigames","256"
"minigames.setcountingchallengeprogress.name","set_progress","set_progress","Minigame mode or option name: setcountingchallengeprogress.","minigames","32"
"minigames.setcountingchallengeprogress.params.channel.description","The counting challenge channel whose progress is to be set","The counting challenge channel whose progress is to be set","Help text describing the `channel` option on `/minigames setcountingchallengeprogress` (shown when the user focuses that option).","command_option_description,minigames","100"
"minigames.setcountingchallengeprogress.params.channel.name","channel","channel","Display name of the `channel` option on `/minigames setcountingchallengeprogress` (shown in Discord's slash command option list).","command_option_name,minigames","32"
"minigames.setcountingchallengeprogress.params.progress.description","The new progress for the Counting Challenge channel","The new progress for the Counting Challenge channel","Help text describing the `progress` option on `/minigames setcountingchallengeprogress` (shown when the user focuses that option).","command_option_description,minigames","100"
"minigames.setcountingchallengeprogress.params.progress.name","progress","progress","Display name of the `progress` option on `/minigames setcountingchallengeprogress` (shown in Discord's slash command option list).","command_option_name,minigames","32"
"minigames.setcountingchallengeprogress.success.description","The progress for the ${channel} channel has been set to ${progress}.","The progress for the ${channel} channel has been set to ${progress}.","Minigame UI copy (setcountingchallengeprogress). English: ""The progress for the ${channel} channel has been set to ${progress}."".","embed_description,success,minigames","4096"
"minigames.setcountingchallengeprogress.success.title","Counting progress set","Counting progress set","Minigame UI copy (setcountingchallengeprogress). English: ""Counting progress set"".","embed_title,success,minigames","256"
"minigames.setcountingchannel.challengeintroduction.description","From now on, you can count to infinity and much further! ||Theoretically only up to `4,294,967,295`||
Simply count up by 1. But don't make a mistake <:duck_knife:1255769052245262439>
Remember that you can only count in turns!","From now on, you can count to infinity and much further! ||Theoretically only up to `4,294,967,295`||
Simply count up by 1. But don't make a mistake <:duck_knife:1255769052245262439>
Remember that you can only count in turns!","Minigame UI copy (setcountingchannel.challengeintroduction). English: ""From now on, you can count to infinity and much further! ||Theoretically only up to `4,294,967,295`|| Simply count up…"".","description,minigames","4096"
"minigames.setcountingchannel.challengeintroduction.title","This is now a Counting Challenge Channel!","This is now a Counting Challenge Channel!","Minigame UI copy (setcountingchannel.challengeintroduction). English: ""This is now a Counting Challenge Channel!"".","embed_title,minigames","256"
"minigames.setcountingchannel.error.no_message_delete_perms.description","The bot does not have the necessary permissions to delete messages in this channel.","The bot does not have the necessary permissions to delete messages in this channel.","Minigame UI copy (setcountingchannel.error). English: ""The bot does not have the necessary permissions to delete messages in this channel."".","embed_description,minigames","4096"
"minigames.setcountingchannel.error.no_message_delete_perms.title","Missing permissions","Missing permissions","Minigame UI copy (setcountingchannel.error). English: ""Missing permissions"".","embed_title,minigames","256"
